#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-17T13:40:33 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-17T13:40:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AJ/152/157/table2&-out.max=10000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520157
#Name: J/AJ/152/157
#Title: Mass models for 175 disk galaxies with SPARC (Lelli+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/157	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/152/157	    IVOID of underlying data collection
#INFO	creator=Lelli F.	    First author or institution
#INFO	cites=bibcode:2016AJ....152..157L	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/157	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520157	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-10-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_152_157_table2:
#Name: J/AJ/152/157/table2
#Title: Mass models
#Column	Name	(a11)	Galaxy identifier	[ucd=meta.id;meta.main]
#Column	Dist	(F6.2)	[0.98/127.8] Assumed distance	[ucd=pos.distance;pos.heliocentric]
#Column	Rad	(F6.2)	[0.08/108.31] Galactocentric radius	[ucd=phys.size.radius;pos.galactocentric]
#Column	Vobs	(F6.2)	[1.4/383] Observed circular velocity (V_obs_)	[ucd=phys.veloc]
#Column	e_Vobs	(F5.2)	[0.2/75] Uncertainty in Vobs (1)	[ucd=stat.error]
#Column	Vgas	(F6.2)	[-17/87] Gas velocity contribution (V_gas_) (2)	[ucd=phys.veloc]
#Column	Vdisk	(F6.2)	[1/372] Disk velocity contribution V_disk_ (3)	[ucd=phys.veloc]
#Column	SBdisk	(F7.2)	[0/7394] Disk surface brightness {Sigma}_disk_	[ucd=phot.flux.sb]
Name	Dist	Rad	Vobs	e_Vobs	Vgas	Vdisk	SBdisk
UGC07577   	  2.59	  1.32	 14.10	 3.17	  7.99	 13.06	   2.80
UGC07577   	  2.59	  1.51	 15.90	 3.17	  8.69	 12.91	   1.01
UGC07577   	  2.59	  1.69	 17.80	 3.17	  9.12	 11.87	   0.00
UGC07603   	  4.70	  0.34	 19.60	 2.89	  4.29	 19.73	 106.80
UGC07603   	  4.70	  0.68	 32.50	 2.89	  6.17	 28.00	  66.32
UGC07603   	  4.70	  1.02	 41.90	 2.89	  5.94	 31.57	  28.35
UGC07603   	  4.70	  1.37	 50.60	 2.89	  8.81	 31.98	  17.64
UGC07603   	  4.70	  1.71	 57.00	 2.89	 15.21	 31.44	   8.30
UGC07603   	  4.70	  2.05	 60.50	 2.89	 17.87	 29.65	   4.37
UGC07603   	  4.70	  2.39	 60.50	 2.89	 17.46	 27.89	   2.30
UGC07603   	  4.70	  2.74	 60.00	 2.89	 15.96	 26.14	   1.18
UGC07603   	  4.70	  3.08	 61.50	 2.89	 15.55	 24.58	   0.62
UGC07603   	  4.70	  3.42	 61.50	 2.89	 16.29	 23.19	   0.33
UGC07603   	  4.70	  3.76	 63.00	 2.89	 16.96	 21.99	   0.17
UGC07603   	  4.70	  4.11	 64.00	 2.89	 17.21	 20.84	   0.00
UGC07608   	  8.21	  0.60	 14.60	 6.69	  4.56	  9.68	  17.85
UGC07608   	  8.21	  1.19	 31.50	 6.69	  6.39	 13.08	   8.12
UGC07608   	  8.21	  1.79	 44.80	 6.69	  9.63	 14.81	   5.97
UGC07608   	  8.21	  2.38	 50.60	 6.69	 13.15	 16.52	   4.18
UGC07608   	  8.21	  2.99	 55.60	 6.69	 14.93	 16.97	   2.37
UGC07608   	  8.21	  3.59	 61.40	 6.69	 18.09	 16.51	   1.63
UGC07608   	  8.21	  4.18	 66.00	 6.69	 21.26	 16.39	   1.31
UGC07608   	  8.21	  4.78	 69.30	 6.69	 24.12	 16.26	   1.09
UGC07690   	  8.11	  0.59	 45.30	 4.31	  4.24	 45.76	 180.60
UGC07690   	  8.11	  1.18	 59.80	 4.31	 11.75	 48.85	  41.99
UGC07690   	  8.11	  1.77	 60.70	 4.31	 15.81	 45.20	  16.24
UGC07690   	  8.11	  2.36	 58.80	 4.31	 19.15	 42.05	   6.57
UGC07690   	  8.11	  2.95	 57.90	 4.31	 20.97	 38.14	   2.06
UGC07690   	  8.11	  3.54	 56.90	 4.31	 21.99	 34.50	   0.42
UGC07690   	  8.11	  4.13	 55.90	 4.31	 22.39	 31.16	   0.00
UGC07866   	  4.57	  0.33	 12.20	 4.07	  3.43	  9.04	  34.04
UGC07866   	  4.57	  0.66	 19.40	 4.07	  3.44	 13.22	  17.51
UGC07866   	  4.57	  1.00	 23.90	 4.07	  5.29	 17.22	  11.44
UGC07866   	  4.57	  1.33	 26.00	 4.07	  8.85	 17.50	   5.83
UGC07866   	  4.57	  1.67	 28.20	 4.07	 11.12	 17.11	   3.30
UGC07866   	  4.57	  2.00	 30.60	 4.07	 13.66	 16.29	   2.18
UGC07866   	  4.57	  2.32	 33.10	 4.07	 14.34	 16.35	   1.63
UGC08286   	  6.50	  0.47	 22.20	 2.81	 -3.85	 16.14	  82.49
UGC08286   	  6.50	  0.95	 43.40	 3.47	 -1.38	 24.37	  52.72
UGC08286   	  6.50	  1.42	 60.20	 3.04	 -0.63	 30.01	  40.22
UGC08286   	  6.50	  1.90	 69.60	 2.05	  8.67	 34.64	  31.23
UGC08286   	  6.50	  2.37	 72.50	 2.00	 11.40	 38.52	  22.70
UGC08286   	  6.50	  2.84	 74.30	 2.02	 11.54	 39.29	  15.52
UGC08286   	  6.50	  3.30	 75.80	 2.01	 12.92	 40.32	  11.35
UGC08286   	  6.50	  3.78	 77.20	 2.05	 16.18	 39.87	   7.30
UGC08286   	  6.50	  4.25	 79.30	 2.08	 18.85	 39.64	   4.23
UGC08286   	  6.50	  4.73	 81.30	 2.08	 23.39	 37.47	   2.11
UGC08286   	  6.50	  5.20	 81.60	 2.03	 23.16	 35.37	   1.36
UGC08286   	  6.50	  5.67	 82.10	 2.02	 23.39	 33.69	   0.93
UGC08286   	  6.50	  6.15	 82.90	 2.00	 22.11	 32.23	   0.61
UGC08286   	  6.50	  6.62	 83.20	 2.00	 22.46	 30.90	   0.37
UGC08286   	  6.50	  7.10	 83.50	 2.02	 26.07	 29.56	   0.21
UGC08286   	  6.50	  7.57	 83.80	 2.00	 25.72	 28.40	   0.17
UGC08286   	  6.50	  8.04	 84.30	 2.00	 26.30	 27.44	   0.12
UGC08490   	  4.65	  0.34	 38.80	 3.69	  0.91	 27.87	 246.74
UGC08490   	  4.65	  0.68	 50.10	 3.69	  7.10	 39.52	 115.82
UGC08490   	  4.65	  1.02	 60.20	 3.69	 10.23	 44.52	  75.75
UGC08490   	  4.65	  1.36	 68.20	 3.69	 12.18	 46.26	  41.22
UGC08490   	  4.65	  1.69	 72.80	 3.69	 14.42	 45.80	  27.51
UGC08490   	  4.65	  2.03	 75.30	 3.69	 15.29	 45.05	  15.53
UGC08490   	  4.65	  2.37	 76.60	 3.69	 18.41	 43.11	   9.72
UGC08490   	  4.65	  2.70	 77.60	 3.69	 20.65	 41.20	   6.89
UGC08490   	  4.65	  3.05	 78.50	 3.69	 21.24	 39.62	   4.81
UGC08490   	  4.65	  3.38	 78.20	 3.69	 22.11	 38.18	   3.48
UGC08490   	  4.65	  3.72	 78.80	 3.69	 23.77	 36.93	   2.42
UGC08490   	  4.65	  4.06	 79.20	 3.69	 25.04	 35.68	   1.42
UGC08490   	  4.65	  4.39	 79.20	 3.69	 24.74	 34.20	   0.59
UGC08490   	  4.65	  4.74	 79.20	 3.69	 24.74	 32.41	   0.26
UGC08490   	  4.65	  5.08	 78.80	 3.69	 23.87	 31.05	   0.18
UGC08490   	  4.65	  5.41	 78.50	 3.69	 22.31	 29.85	   0.11
UGC08490   	  4.65	  5.75	 80.10	 3.69	 22.60	 28.79	   0.07
UGC08490   	  4.65	  6.09	 80.10	 3.69	 23.18	 27.84	   0.04
UGC08490   	  4.65	  6.42	 80.10	 3.69	 22.99	 26.98	   0.02
UGC08490   	  4.65	  6.77	 80.10	 3.69	 22.99	 26.18	   0.01
UGC08490   	  4.65	  7.11	 79.80	 3.69	 22.80	 25.47	   0.01
UGC08490   	  4.65	  7.44	 79.80	 3.69	 23.87	 24.82	   0.01
UGC08490   	  4.65	  7.78	 79.50	 3.69	 24.06	 24.22	   0.00
UGC08490   	  4.65	  8.12	 79.50	 3.69	 22.89	 23.66	   0.00
UGC08490   	  4.65	  8.46	 78.80	 3.69	 23.09	 23.15	   0.00
UGC08490   	  4.65	  8.80	 77.90	 3.69	 23.38	 22.65	   0.00
UGC08490   	  4.65	  9.13	 77.20	 3.69	 22.80	 22.21	   0.00
UGC08490   	  4.65	  9.47	 77.60	 3.69	 22.21	 21.79	   0.00
UGC08490   	  4.65	  9.77	 76.60	 3.69	 22.21	 21.43	   0.00
UGC08490   	  4.65	 10.15	 77.60	 3.69	 22.50	 21.00	   0.00
UGC08550   	  6.70	  0.49	 25.00	 2.04	  3.42	 17.04	  58.85
UGC08550   	  6.70	  0.97	 42.50	 2.70	  4.10	 26.70	  34.44
UGC08550   	  6.70	  1.47	 48.00	 2.15	 10.21	 28.91	  12.10
UGC08550   	  6.70	  1.95	 49.20	 2.08	 12.59	 27.91	   4.42
UGC08550   	  6.70	  2.44	 50.40	 2.06	 13.04	 24.63	   0.90
UGC08550   	  6.70	  2.92	 51.60	 2.04	 12.14	 22.08	   0.36
UGC08550   	  6.70	  3.41	 53.20	 2.00	 13.38	 20.22	   0.14
UGC08550   	  6.70	  3.89	 55.10	 2.05	 14.95	 18.69	   0.05
UGC08550   	  6.70	  4.39	 57.80	 2.24	 18.33	 17.42	   0.02
UGC08550   	  6.70	  4.88	 57.30	 2.00	 21.25	 16.40	   0.01
UGC08550   	  6.70	  5.36	 57.50	 2.00	 22.04	 15.57	   0.00
UGC08699   	 39.30	  0.22	152.00	39.40	  0.62	 26.39	1284.41
UGC08699   	 39.30	  0.43	167.00	32.90	  1.83	 47.21	1125.76
UGC08699   	 39.30	  0.65	179.00	20.90	  2.76	 65.47	 980.53
UGC08699   	 39.30	  0.87	188.00	15.70	  3.59	 80.81	 854.03
UGC08699   	 39.30	  1.08	195.00	10.60	  4.38	 93.20	 748.54
UGC08699   	 39.30	  1.31	199.00	 8.88	  5.12	104.66	 647.89
UGC08699   	 39.30	  1.52	202.00	 4.40	  5.84	113.51	 567.07
UGC08699   	 39.30	  1.73	202.00	 2.30	  6.53	120.80	 494.29
UGC08699   	 39.30	  1.96	202.00	 3.38	  7.20	127.95	 433.23
UGC08699   	 39.30	  2.17	200.00	 4.47	  7.85	133.72	 374.57
UGC08699   	 39.30	  2.39	196.00	 2.88	  8.49	138.13	 305.03
UGC08699   	 39.30	  2.60	193.00	 3.32	  9.10	140.07	 243.47
UGC08699   	 39.30	  2.83	189.00	 2.21	  9.69	139.86	 190.61
UGC08699   	 39.30	  3.04	184.00	14.00	 10.26	138.24	 155.50
UGC08699   	 39.30	  5.87	170.00	 5.45	 16.97	124.36	  85.65
UGC08699   	 39.30	  6.08	172.00	 6.66	 17.59	125.28	  83.33
UGC08699   	 39.30	  6.30	174.00	 3.96	 18.32	126.27	  80.59
UGC08699   	 39.30	  6.52	176.00	 5.18	 18.94	127.31	  77.61
UGC08699   	 39.30	  6.74	178.00	 3.04	 19.56	128.27	  74.35
UGC08699   	 39.30	  6.95	180.00	 2.75	 20.18	129.11	  71.73
UGC08699   	 39.30	  7.16	182.00	 2.34	 20.90	130.08	  69.78
UGC08699   	 39.30	  7.39	183.00	 3.39	 21.52	131.37	  68.08
UGC08699   	 39.30	  7.60	184.00	 7.58	 22.25	132.89	  66.23
UGC08699   	 39.30	  7.82	185.00	 6.08	 22.97	134.56	  63.37
UGC08699   	 39.30	  8.03	186.00	 6.73	 23.70	136.18	  60.28
UGC08699   	 39.30	  8.26	187.00	 6.83	 24.42	137.94	  56.45
UGC08699   	 39.30	  8.47	187.00	 6.11	 25.15	139.40	  52.04
UGC08699   	 39.30	  8.68	188.00	 4.78	 25.77	140.55	  47.02
UGC08699   	 39.30	  8.91	188.00	 4.14	 26.49	141.30	  40.84
UGC08699   	 39.30	  9.53	187.00	 5.93	 28.25	140.15	  26.78
UGC08699   	 39.30	  9.78	187.00	 7.63	 28.97	138.99	  22.33
UGC08699   	 39.30	  9.99	186.00	 7.89	 29.60	137.71	  18.95
UGC08699   	 39.30	 10.21	186.00	 9.86	 30.11	136.12	  16.15
UGC08699   	 39.30	 11.46	182.00	 2.51	 33.53	126.50	   7.76
UGC08699   	 39.30	 13.39	177.00	 3.62	 37.77	114.46	   4.20
UGC08699   	 39.30	 15.21	175.00	 6.71	 39.12	106.58	   2.60
UGC08699   	 39.30	 17.13	177.00	 6.13	 39.12	 99.72	   1.56
UGC08699   	 39.30	 19.06	180.00	 3.95	 39.01	 94.00	   1.03
UGC08699   	 39.30	 20.99	181.00	 4.46	 38.70	 89.28	   0.79
UGC08699   	 39.30	 22.92	182.00	 7.09	 37.05	 85.64	   0.50
UGC08699   	 39.30	 25.70	183.00	 7.49	 34.05	 80.57	   0.18
UGC08837   	  7.21	  0.52	  7.31	 2.12	 -3.67	 11.19	  32.26
UGC08837   	  7.21	  1.05	 14.60	 2.05	 -4.64	 16.58	  21.96
UGC08837   	  7.21	  1.57	 21.00	 2.05	  2.40	 20.63	  16.46
UGC08837   	  7.21	  2.09	 28.10	 2.06	 12.60	 23.82	  11.70
UGC08837   	  7.21	  2.63	 35.30	 2.50	 16.76	 25.79	   8.74
UGC08837   	  7.21	  3.15	 43.00	 3.38	 17.12	 27.83	   5.69
UGC08837   	  7.21	  3.68	 46.60	 3.15	 20.09	 26.92	   2.58
UGC08837   	  7.21	  4.20	 48.00	 3.00	 22.95	 25.81	   1.25
UGC09037   	 83.60	  2.43	 62.20	 5.69	 10.89	136.53	 402.36
UGC09037   	 83.60	  3.65	 88.20	 3.85	 14.29	148.10	 235.20
UGC09037   	 83.60	  4.86	107.00	 4.42	 16.72	150.72	 147.30
UGC09037   	 83.60	  6.08	120.00	 3.93	 25.95	151.05	 121.61
UGC09037   	 83.60	  7.29	124.00	 5.15	 32.85	157.64	  90.72
UGC09037   	 83.60	  8.51	128.00	 4.29	 38.20	155.32	  62.19
UGC09037   	 83.60	  9.73	133.00	 5.36	 40.33	153.04	  48.99
UGC09037   	 83.60	 10.96	138.00	 6.78	 39.17	152.74	  39.66
UGC09037   	 83.60	 12.19	143.00	 6.42	 46.36	150.89	  25.26
UGC09037   	 83.60	 13.41	146.00	 5.40	 53.75	145.59	  18.66
UGC09037   	 83.60	 14.55	148.00	 4.50	 56.66	141.61	  14.96
UGC09037   	 83.60	 15.78	154.00	 4.46	 60.84	137.81	  10.66
UGC09037   	 83.60	 17.00	158.00	 4.02	 62.11	133.01	   7.68
UGC09037   	 83.60	 18.23	159.00	 5.07	 60.94	128.36	   5.88
UGC09037   	 83.60	 19.46	160.00	 7.33	 60.06	123.99	   4.69
UGC09037   	 83.60	 20.69	158.00	 7.82	 64.05	120.09	   3.96
UGC09037   	 83.60	 21.92	155.00	 8.07	 63.17	117.00	   3.38
UGC09037   	 83.60	 23.14	156.00	 7.93	 61.23	113.92	   2.58
UGC09037   	 83.60	 24.28	154.00	 9.09	 62.40	110.72	   2.11
UGC09037   	 83.60	 25.51	150.00	13.40	 60.16	107.64	   1.93
UGC09037   	 83.60	 26.73	141.00	20.10	 64.54	105.08	   1.77
UGC09037   	 83.60	 27.96	152.00	16.00	 66.58	102.79	   1.67
UGC09133   	 57.10	  0.32	284.00	34.70	 -3.24	 26.79	1402.59
UGC09133   	 57.10	  0.63	282.00	18.80	 -2.41	 50.47	1303.47
UGC09133   	 57.10	  0.95	281.00	12.60	 -0.21	 72.14	1208.50
UGC09133   	 57.10	  1.26	280.00	10.60	  2.45	 90.82	1123.10
UGC09133   	 57.10	  1.58	280.00	10.80	  3.54	108.12	1041.27
UGC09133   	 57.10	  1.89	279.00	 7.67	  4.40	123.29	 967.69
UGC09133   	 57.10	  2.21	279.00	11.20	  5.23	137.43	 897.18
UGC09133   	 57.10	  2.52	279.00	 4.45	  6.01	149.84	 833.78
UGC09133   	 57.10	  2.84	279.00	 5.03	  6.75	161.33	 773.03
UGC09133   	 57.10	  3.15	279.00	 4.26	  7.48	171.56	 718.39
UGC09133   	 57.10	  3.47	279.00	 4.14	  8.19	181.11	 666.05
UGC09133   	 57.10	  3.79	279.00	 5.73	  8.90	189.80	 617.52
UGC09133   	 57.10	  4.10	280.00	 4.52	  9.60	197.34	 573.89
UGC09133   	 57.10	  4.42	280.00	 4.86	 10.25	204.41	 532.06
UGC09133   	 57.10	  4.73	280.00	 1.59	 10.97	210.60	 487.58
UGC09133   	 57.10	  5.05	281.00	 1.85	 11.69	215.35	 441.24
UGC09133   	 57.10	  5.36	282.00	 4.81	 12.31	218.91	 408.32
UGC09133   	 57.10	  5.68	282.00	20.30	 13.02	222.04	 380.67
UGC09133   	 57.10	  5.99	283.00	12.80	 13.74	224.98	 359.58
UGC09133   	 57.10	  6.31	284.00	 8.08	 14.46	228.22	 341.54
UGC09133   	 57.10	  6.62	284.00	 7.81	 15.07	231.93	 326.70
UGC09133   	 57.10	  6.94	285.00	10.40	 15.79	235.94	 306.23
UGC09133   	 57.10	  7.57	286.00	 6.82	 17.23	242.45	 257.47
UGC09133   	 57.10	  7.89	287.00	13.40	 17.95	243.91	 227.66
UGC09133   	 57.10	  8.20	287.00	10.50	 18.77	244.06	 209.07
UGC09133   	 57.10	  8.31	288.00	 2.93	 18.97	244.14	 204.24
UGC09133   	 57.10	  8.52	288.00	 5.58	 19.59	244.43	 197.13
UGC09133   	 57.10	  8.83	288.00	 5.74	 20.30	245.34	 187.41
UGC09133   	 57.10	  9.15	288.00	 7.00	 21.12	245.90	 171.33
UGC09133   	 57.10	  9.78	289.00	12.70	 22.56	245.25	 138.98
UGC09133   	 57.10	 10.10	289.00	 3.89	 23.18	244.00	 127.27
UGC09133   	 57.10	 11.04	288.00	 5.02	 25.23	239.18	 102.81
UGC09133   	 57.10	 11.36	288.00	 3.39	 25.74	237.64	  97.25
UGC09133   	 57.10	 11.67	288.00	10.70	 26.35	236.26	  92.94
UGC09133   	 57.10	 13.57	285.00	 4.07	 29.02	230.28	  69.68
UGC09133   	 57.10	 13.88	284.00	 8.92	 29.38	229.01	  65.64
UGC09133   	 57.10	 14.20	284.00	 5.69	 29.84	228.03	  61.84
UGC09133   	 57.10	 16.61	278.00	 9.14	 32.61	219.86	  45.35
UGC09133   	 57.10	 19.35	273.00	 6.10	 35.69	212.46	  26.39
UGC09133   	 57.10	 22.19	269.00	 2.26	 39.89	201.82	  19.60
UGC09133   	 57.10	 24.92	265.00	 1.32	 44.61	194.49	  14.04
UGC09133   	 57.10	 27.66	262.00	 3.15	 49.22	187.22	   9.81
UGC09133   	 57.10	 30.50	257.00	 4.71	 51.48	179.93	   6.71
UGC09133   	 57.10	 33.23	252.00	 4.96	 51.89	173.14	   4.38
UGC09133   	 57.10	 35.96	247.00	 2.58	 50.25	166.11	   2.89
UGC09133   	 57.10	 38.80	242.00	 2.52	 48.30	159.33	   1.90
UGC09133   	 57.10	 41.54	238.00	 2.30	 47.17	153.43	   1.28
UGC09133   	 57.10	 44.27	235.00	 0.63	 47.68	147.95	   0.87
UGC09133   	 57.10	 47.11	236.00	 1.40	 49.73	142.73	   0.58
UGC09133   	 57.10	 49.84	239.00	 2.07	 50.56	138.21	   0.39
UGC09133   	 57.10	 52.58	242.00	 2.63	 49.43	133.98	   0.26
UGC09133   	 57.10	 55.42	245.00	 1.64	 49.12	129.96	   0.18
UGC09133   	 57.10	 58.15	247.00	 1.31	 50.56	126.43	   0.12
UGC09133   	 57.10	 60.89	246.00	 2.14	 53.22	123.20	   0.08
UGC09133   	 57.10	 63.62	243.00	 4.00	 53.84	120.17	   0.05
UGC09133   	 57.10	 66.46	239.00	 4.67	 53.63	117.27	   0.04
UGC09133   	 57.10	 69.19	234.00	 5.12	 53.12	114.70	   0.02
UGC09133   	 57.10	 71.93	230.00	 2.10	 53.02	112.26	   0.02
UGC09133   	 57.10	 74.77	228.00	 1.32	 53.32	109.91	   0.01
UGC09133   	 57.10	 77.50	228.00	 1.60	 54.04	107.81	   0.01
UGC09133   	 57.10	 80.23	227.00	 3.16	 54.66	105.81	   0.01
UGC09133   	 57.10	 83.07	226.00	 3.48	 54.96	103.86	   0.00
UGC09133   	 57.10	 85.81	224.00	 3.71	 54.86	102.09	   0.00
UGC09133   	 57.10	 88.54	222.00	 1.49	 54.35	100.40	   0.00
UGC09133   	 57.10	 91.38	222.00	 1.18	 53.73	 98.74	   0.00
UGC09133   	 57.10	 94.12	224.00	 1.22	 53.22	 97.22	   0.00
UGC09133   	 57.10	 99.69	227.00	 2.80	 52.91	 94.34	   0.00
UGC09133   	 57.10	108.31	229.00	 4.12	 51.38	 90.37	   0.00
UGC09992   	 10.70	  0.78	 28.10	 5.66	  6.39	 20.31	  36.38
UGC09992   	 10.70	  1.55	 31.30	 5.66	 10.35	 23.49	  10.22
UGC09992   	 10.70	  2.34	 33.00	 5.66	 14.50	 22.94	   4.68
UGC09992   	 10.70	  3.12	 33.40	 5.66	 17.55	 22.52	   2.51
UGC09992   	 10.70	  3.89	 34.30	 5.66	 17.55	 22.05	   1.24
UGC10310   	 15.20	  1.10	 33.20	 5.06	  3.45	 21.28	  48.94
UGC10310   	 15.20	  2.21	 54.60	 5.06	  6.51	 35.54	  27.59
UGC10310   	 15.20	  3.31	 65.70	 5.06	 11.85	 39.59	  15.03
UGC10310   	 15.20	  4.42	 69.20	 5.06	 18.75	 38.75	   7.39
UGC10310   	 15.20	  5.52	 70.90	 5.06	 26.75	 39.10	   4.76
UGC10310   	 15.20	  6.64	 72.40	 5.06	 30.80	 37.98	   2.41
UGC10310   	 15.20	  7.74	 73.20	 5.06	 30.90	 35.45	   0.00
UGC11455   	 78.60	  0.62	 35.10	 4.01	  0.82	 71.20	1873.58
UGC11455   	 78.60	  1.23	 64.60	 4.19	  1.00	112.64	1393.40
UGC11455   	 78.60	  1.83	 80.10	 6.32	  2.09	139.71	1127.85
UGC11455   	 78.60	  2.47	113.00	10.40	  3.39	159.08	 925.97
UGC11455   	 78.60	  3.08	136.00	 7.59	  2.17	171.23	 805.41
UGC11455   	 78.60	  3.68	150.00	 7.75	  0.18	180.90	 736.52
UGC11455   	 78.60	  4.32	171.00	 9.19	  0.00	190.21	 674.92
UGC11455   	 78.60	  4.91	192.00	 9.16	  0.20	198.61	 662.92
UGC11455   	 78.60	  5.53	197.00	 9.96	  0.20	213.09	 650.45
UGC11455   	 78.60	  6.17	195.00	12.40	  0.00	230.24	 650.00
UGC11455   	 78.60	  6.78	196.00	 7.09	  0.58	253.17	 639.70
UGC11455   	 78.60	  7.38	216.00	 5.99	  2.58	275.53	 565.76
UGC11455   	 78.60	  8.00	225.00	 5.24	  0.00	287.96	 471.02
UGC11455   	 78.60	  8.62	240.00	 6.15	  0.00	290.86	 408.20
UGC11455   	 78.60	  9.23	247.00	 4.37	  7.92	295.63	 389.51
UGC11455   	 78.60	  9.85	254.00	 6.48	 16.06	302.10	 358.51
UGC11455   	 78.60	 10.43	257.00	 7.41	 21.24	307.81	 328.15
UGC11455   	 78.60	 11.05	273.00	 5.38	 23.48	312.49	 295.55
UGC11455   	 78.60	 11.67	272.00	 5.98	 24.19	316.07	 269.20
UGC11455   	 78.60	 12.19	270.00	20.90	 23.78	319.44	 249.24
UGC11455   	 78.60	 12.91	279.00	 9.40	 22.46	323.20	 220.87
UGC11455   	 78.60	 14.56	287.00	10.80	 23.48	326.62	 154.04
UGC11455   	 78.60	 16.63	291.00	10.00	 24.49	316.26	  98.46
UGC11455   	 78.60	 17.77	286.00	 9.67	 24.49	310.12	  85.89
UGC11455   	 78.60	 18.49	288.00	 6.96	 26.12	307.21	  77.89
UGC11455   	 78.60	 20.24	289.00	 6.63	 41.26	301.54	  61.63
UGC11455   	 78.60	 22.62	288.00	10.00	 55.90	294.39	  42.20
UGC11455   	 78.60	 24.89	269.00	 8.23	 53.66	286.32	  25.35
UGC11455   	 78.60	 27.06	267.00	 7.11	 52.14	273.02	  13.51
UGC11455   	 78.60	 29.13	272.00	 5.36	 47.05	261.41	   8.93
UGC11455   	 78.60	 31.30	274.00	 5.78	 45.53	250.43	   5.08
UGC11455   	 78.60	 33.46	259.00	 5.81	 50.92	239.85	   2.15
UGC11455   	 78.60	 35.53	272.00	 6.69	 49.39	229.51	   0.60
UGC11455   	 78.60	 37.70	274.00	 6.39	 46.04	219.93	   0.46
UGC11455   	 78.60	 39.87	272.00	 5.59	 49.19	212.13	   0.19
UGC11455   	 78.60	 41.93	266.00	 8.82	 49.09	205.47	   0.00
UGC11557   	 24.20	  0.33	  4.00	 7.90	  1.71	 21.94	 329.26
UGC11557   	 24.20	  0.99	 17.00	 8.60	  2.41	 47.32	 226.54
UGC11557   	 24.20	  1.76	 33.30	 7.90	 -7.34	 59.39	 158.62
UGC11557   	 24.20	  2.42	 44.90	10.50	-10.59	 70.77	 134.99
UGC11557   	 24.20	  3.19	 53.00	 7.90	  0.97	 81.19	  93.50
UGC11557   	 24.20	  3.85	 60.80	 7.90	  9.74	 83.68	  70.65
UGC11557   	 24.20	  4.62	 69.00	 7.90	 11.43	 87.03	  55.35
UGC11557   	 24.20	  5.28	 76.60	 7.90	 16.36	 90.49	  49.76
UGC11557   	 24.20	  5.94	 85.00	 7.90	 17.72	 93.96	  36.24
UGC11557   	 24.20	  7.04	 78.10	 6.70	 24.54	 93.48	  19.51
UGC11557   	 24.20	  8.80	 81.60	 6.70	 35.45	 87.18	   7.06
UGC11557   	 24.20	 10.56	 84.50	 6.70	 33.35	 79.10	   1.49
UGC11820   	 18.10	  0.26	 16.00	 5.09	 -0.43	  8.55	  76.79
UGC11820   	 18.10	  0.44	 18.90	 4.44	  1.29	 13.84	  73.61
UGC11820   	 18.10	  0.61	 25.80	 3.36	  1.97	 18.20	  57.73
UGC11820   	 18.10	  0.79	 35.80	 3.79	  2.55	 21.35	  46.68
UGC11820   	 18.10	  1.01	 44.10	 7.91	  3.22	 24.45	  34.99
UGC11820   	 18.10	  5.26	 59.65	 0.98	 17.11	 26.68	   1.91
UGC11820   	 18.10	  7.91	 69.15	 1.23	 28.49	 24.35	   0.98
UGC11820   	 18.10	 10.52	 76.95	 0.54	 35.70	 21.40	   0.18
UGC11820   	 18.10	 13.14	 81.25	 0.73	 35.45	 18.93	   0.05
UGC11820   	 18.10	 15.82	 84.45	 1.31	 35.37	 17.02	   0.00
UGC11914   	 16.90	  0.28	168.00	49.70	  0.42	 42.14	2455.96
UGC11914   	 16.90	  0.37	187.00	40.20	  0.61	 53.98	2366.93
UGC11914   	 16.90	  0.47	204.00	26.90	  0.79	 66.33	2271.79
UGC11914   	 16.90	  0.56	218.00	23.50	  0.96	 76.79	2189.44
UGC11914   	 16.90	  0.65	232.00	 8.63	  1.14	 86.68	2110.07
UGC11914   	 16.90	  0.75	243.00	 4.97	  1.31	 97.06	2025.25
UGC11914   	 16.90	  0.84	253.00	 3.65	  1.48	105.90	1951.84
